id,user_agent,times_seen,simple_software_string,simple_sub_description_string,simple_operating_platform_string,software,software_name,software_name_code,software_version,software_version_full,operating_system,operating_system_name,operating_system_name_code,operating_system_version,operating_system_version_full,operating_system_flavour,operating_system_flavour_code,operating_system_frameworks,operating_platform,operating_platform_code,operating_platform_vendor_name,software_type,software_sub_type,software_type_specific,hardware_type,hardware_sub_type,hardware_sub_sub_type,hardware_type_specific,layout_engine_name,layout_engine_version,extra_info,extra_info_dict,capabilities,detected_addons,first_seen_at,last_seen_at,updated_at
4856208,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/12.0 YaBrowser/19.9.2.214.10 Mobile/15E148 Safari/605.1",26,Yandex Browser 19.9 on iOS 12.4,,Apple iPhone,Yandex Browser 19.9,Yandex Browser,yandex-browser,19.9,19.9.2.214.10,iOS 12.4,iOS,ios,12.4,12.4,,,[],iPhone,,Apple,browser,web-browser,,mobile,phone,,,WebKit,"[""605"", ""1"", ""15""]",{},"{""Mobile Build"": ""15E148""}",[],[],2019-09-09 00:00:00.000000,2019-09-27 00:00:00.000000,2019-09-10 01:40:03.163194
4862729,"Mozilla/5.0 (Linux; Android 8.0.0; SAMSUNG SM-A520F/A520FXXUBCSH1) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/10.1 Chrome/71.0.3578.99 Mobile Safari/537.36",114,Samsung Browser 10.1 on Android 8,,Samsung SM-A520F,Samsung Browser 10.1,Samsung Browser,samsung-browser,10.1,10.1,Android 8,Android,android,8,8.0.0,,,[],Samsung SM-A520F,SM-A520F,Samsung,browser,web-browser,,mobile,phone,,,WebKit,"[""537"", ""36""]",{},{},[],[],2019-09-09 00:00:00.000000,2019-09-27 00:00:00.000000,2019-09-10 02:29:06.090411
4872518,"Mozilla/5.0 (Linux; Android 8.0.0; SAMSUNG SM-G965F/G965FXXS2BRK3) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/10.1 Chrome/71.0.3578.99 Mobile Safari/537.36",15,Samsung Browser 10.1 on Android 8,,Samsung SM-G965F,Samsung Browser 10.1,Samsung Browser,samsung-browser,10.1,10.1,Android 8,Android,android,8,8.0.0,,,[],Samsung SM-G965F,SM-G965F,Samsung,browser,web-browser,,mobile,phone,,,WebKit,"[""537"", ""36""]",{},{},[],[],2019-09-10 07:06:30.000000,2019-09-23 00:00:00.000000,2019-09-10 07:09:05.707204
4869804,"Mozilla/5.0 (Linux; Android 7.0; SAMSUNG SM-G928F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/10.1 Chrome/71.0.3578.99 Mobile Safari/537.36",134,Samsung Browser 10.1 on Android (Nougat),,Samsung SM-G928F,Samsung Browser 10.1,Samsung Browser,samsung-browser,10.1,10.1,Android (Nougat),Android,android,Nougat,7.0,,,[],Samsung SM-G928F,SM-G928F,Samsung,browser,web-browser,,mobile,phone,,,WebKit,"[""537"", ""36""]",{},{},[],[],2019-09-09 00:00:00.000000,2019-09-27 18:55:09.000000,2019-09-10 03:07:03.065269
4870849,"Mozilla/5.0 (Linux; Android 9; SAMSUNG SM-A600FN/A600FNXXU4BSG5) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/10.1 Chrome/71.0.3578.99 Mobile Safari/537.36",37,Samsung Browser 10.1 on Android 9,,Samsung SM-A600FN,Samsung Browser 10.1,Samsung Browser,samsung-browser,10.1,10.1,Android 9,Android,android,9,9,,,[],Samsung SM-A600FN,SM-A600FN,Samsung,browser,web-browser,,mobile,phone,,,WebKit,"[""537"", ""36""]",{},{},[],[],2019-09-09 00:00:00.000000,2019-09-27 18:53:37.000000,2019-09-10 03:15:05.077920
4871929,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/82.1.267240167 Mobile/15E148 Safari/605.1",1535,Google Search App 82.1 on iOS 12.4,,Apple iPhone,Google Search App 82.1,Google Search App,google-search-app,82.1,82.1.267240167,iOS 12.4,iOS,ios,12.4,12.4,,,[],iPhone,,Apple,browser,web-browser,,mobile,phone,,,WebKit,"[""605"", ""1"", ""15""]",{},"{""Mobile Build"": ""15E148""}",[],[],2019-09-09 00:00:00.000000,2019-09-27 18:52:15.000000,2019-09-10 03:23:06.226645
4872161,"Mozilla/5.0 (Linux; Android 9; ONEPLUS A3003) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.73 Mobile Safari/537.36",29,Chrome 77 on Android 9,,OnePlus A3003,Chrome 77,Chrome,chrome,77,77.0.3865.73,Android 9,Android,android,9,9,,,[],OnePlus A3003,A3003,OnePlus,browser,web-browser,,mobile,,,,Blink,[],{},{},[],[],2019-09-10 06:05:59.000000,2019-09-27 18:55:09.000000,2019-09-10 06:08:03.534598
4872256,"Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-A520F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/10.1 Chrome/71.0.3578.99 Mobile Safari/537.36",15,Samsung Browser 10.1 on Android (Marshmallow),,Samsung SM-A520F,Samsung Browser 10.1,Samsung Browser,samsung-browser,10.1,10.1,Android (Marshmallow),Android,android,Marshmallow,6.0.1,,,[],Samsung SM-A520F,SM-A520F,Samsung,browser,web-browser,,mobile,phone,,,WebKit,"[""537"", ""36""]",{},{},[],[],2019-09-10 06:05:59.000000,2019-09-27 09:00:04.000000,2019-09-10 06:08:09.100190
4872526,"Mozilla/5.0 (iPad; CPU OS 12_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/82.1.267240167 Mobile/15E148 Safari/605.1",332,Google Search App 82.1 on iOS 12.4,,Apple iPad,Google Search App 82.1,Google Search App,google-search-app,82.1,82.1.267240167,iOS 12.4,iOS,ios,12.4,12.4,,,[],iPad,,Apple,browser,web-browser,,mobile,tablet,,,WebKit,"[""605"", ""1"", ""15""]",{},"{""Mobile Build"": ""15E148""}",[],[],2019-09-10 00:00:00.000000,2019-09-28 14:00:59.982208,2019-09-10 07:09:06.180954
4867834,"Mozilla/5.0 (Linux; Android 9; SAMSUNG SM-G973F/G973FXXU3ASH6 Build/PPR1.180610.011) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/9.4 Chrome/67.0.3396.87 Mobile Safari/537.36",17,Samsung Browser 9.4 on Android 9,,Samsung SM-G973F,Samsung Browser 9.4,Samsung Browser,samsung-browser,9.4,9.4,Android 9,Android,android,9,9,,,[],Samsung SM-G973F,SM-G973F,Samsung,browser,web-browser,,mobile,phone,,,WebKit,"[""537"", ""36""]",{},"{""System Build"": ""PPR1.180610.011""}",[],[],2019-09-09 00:00:00.000000,2019-09-19 09:00:04.000000,2019-09-10 02:54:08.305861
4871574,"Mozilla/5.0 (Linux; Android 8.1.0; SAMSUNG SM-J530Y) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/10.1 Chrome/71.0.3578.99 Mobile Safari/537.36",12,Samsung Browser 10.1 on Android 8.1,,Samsung SM-J530Y,Samsung Browser 10.1,Samsung Browser,samsung-browser,10.1,10.1,Android 8.1,Android,android,8.1,8.1.0,,,[],Samsung SM-J530Y,SM-J530Y,Samsung,browser,web-browser,,mobile,phone,,,WebKit,"[""537"", ""36""]",{},{},[],[],2019-09-09 00:00:00.000000,2019-09-27 00:00:00.000000,2019-09-10 03:21:02.156226
4872170,"Mozilla/5.0 (Linux; Android 7.0; SAMSUNG SM-A320FL) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/10.1 Chrome/71.0.3578.99 Mobile Safari/537.36",9,Samsung Browser 10.1 on Android (Nougat),,Samsung SM-A320FL,Samsung Browser 10.1,Samsung Browser,samsung-browser,10.1,10.1,Android (Nougat),Android,android,Nougat,7.0,,,[],Samsung SM-A320FL,SM-A320FL,Samsung,browser,web-browser,,mobile,phone,,,WebKit,"[""537"", ""36""]",{},{},[],[],2019-09-10 06:05:59.000000,2019-09-18 09:02:26.000000,2019-09-10 06:08:04.087217
4872599,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.75 Safari/537.36",1995,Chrome 77 on macOS (Mojave),,,Chrome 77,Chrome,chrome,77,77.0.3865.75,macOS (Mojave),macOS,macos,Mojave,10.14.6,,,[],,,,browser,web-browser,,computer,,,,Blink,[],{},{},[],[],2019-09-10 00:00:00.000000,2019-09-28 00:00:00.000000,2019-09-10 07:09:10.330640
4872642,"Mozilla/5.0 (Linux; Android 8.0.0; SM-A520F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.73 Mobile Safari/537.36",124,Chrome 77 on Android 8,,Samsung SM-A520F,Chrome 77,Chrome,chrome,77,77.0.3865.73,Android 8,Android,android,8,8.0.0,,,[],Samsung SM-A520F,SM-A520F,Samsung,browser,web-browser,,mobile,phone,,,Blink,[],{},{},[],[],2019-09-10 08:07:45.000000,2019-09-27 18:53:37.000000,2019-09-10 08:10:03.071962
4872656,"Mozilla/5.0 (iPhone; CPU iPhone OS 11_4 like Mac OS X) AppleWebKit/604.1.34 (KHTML, like Gecko) GSA/82.1.267240167 Mobile/15E148 Safari/604.1",59,Google Search App 82.1 on iOS 11.4,,Apple iPhone,Google Search App 82.1,Google Search App,google-search-app,82.1,82.1.267240167,iOS 11.4,iOS,ios,11.4,11.4,,,[],iPhone,,Apple,browser,web-browser,,mobile,phone,,,WebKit,"[""604"", ""1"", ""34""]",{},"{""Mobile Build"": ""15E148""}",[],[],2019-09-10 00:00:00.000000,2019-09-26 00:00:00.000000,2019-09-10 08:10:03.764861
4872711,"Mozilla/5.0 (Linux; Android 9; SM-G965F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.73 Mobile Safari/537.36",121,Chrome 77 on Android 9,,Samsung SM-G965F,Chrome 77,Chrome,chrome,77,77.0.3865.73,Android 9,Android,android,9,9,,,[],Samsung SM-G965F,SM-G965F,Samsung,browser,web-browser,,mobile,phone,,,Blink,[],{},{},[],[],2019-09-10 00:00:00.000000,2019-09-27 18:55:09.000000,2019-09-10 08:10:06.986974
4872800,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.75 Safari/537.36",902,Chrome 77 on Windows 7,,,Chrome 77,Chrome,chrome,77,77.0.3865.75,Windows 7,Windows,windows,7,NT 6.1,,,[],,,,browser,web-browser,,computer,,,,Blink,[],"{""20"": [""Possibly running on Windows Server 2008 R2""]}",{},[],[],2019-09-10 00:00:00.000000,2019-09-28 17:00:46.181208,2019-09-10 09:01:02.461885
4873472,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.75 Safari/537.36",731,Chrome 77 on Windows 8.1,,,Chrome 77,Chrome,chrome,77,77.0.3865.75,Windows 8.1,Windows,windows,8.1,NT 6.3,,,[],,,,browser,web-browser,,computer,,,,Blink,[],"{""20"": [""64-bit Edition""]}","{""Hardware Architecture"": ""64-bit processor (AMD)""}",[],[],2019-09-10 00:00:00.000000,2019-09-28 07:01:15.313352,2019-09-10 11:11:09.578464
4873133,"Mozilla/5.0 (Windows NT 6.1; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.75 Safari/537.36",2414,Chrome 77 on Windows 7,,,Chrome 77,Chrome,chrome,77,77.0.3865.75,Windows 7,Windows,windows,7,NT 6.1,,,[],,,,browser,web-browser,,computer,,,,Blink,[],"{""20"": [""Possibly running on Windows Server 2008 R2"", ""64-bit Edition""]}","{""Hardware Architecture"": ""64-bit processor (AMD)""}",[],[],2019-09-10 00:00:00.000000,2019-09-28 07:02:10.734193,2019-09-10 09:10:06.713026
4873201,"Mozilla/5.0 (Linux; Android 8.0.0; SM-G935F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.73 Mobile Safari/537.36",85,Chrome 77 on Android 8,,Samsung SM-G935F,Chrome 77,Chrome,chrome,77,77.0.3865.73,Android 8,Android,android,8,8.0.0,,,[],Samsung SM-G935F,SM-G935F,Samsung,browser,web-browser,,mobile,phone,,,Blink,[],{},{},[],[],2019-09-10 10:07:13.000000,2019-09-27 18:53:37.000000,2019-09-10 10:10:02.921119
4873360,"Mozilla/5.0 (Linux; Android 6.0.1; SAMSUNG SM-A300FU) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/10.1 Chrome/71.0.3578.99 Mobile Safari/537.36",59,Samsung Browser 10.1 on Android (Marshmallow),,Samsung SM-A300FU,Samsung Browser 10.1,Samsung Browser,samsung-browser,10.1,10.1,Android (Marshmallow),Android,android,Marshmallow,6.0.1,,,[],Samsung SM-A300FU,SM-A300FU,Samsung,browser,web-browser,,mobile,phone,,,WebKit,"[""537"", ""36""]",{},{},[],[],2019-09-10 00:00:00.000000,2019-09-28 15:00:47.547442,2019-09-10 11:11:03.098019
4873450,"Mozilla/5.0 (Linux; Android 9; ONEPLUS A5010) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.73 Mobile Safari/537.36",36,Chrome 77 on Android 9,,OnePlus A5010,Chrome 77,Chrome,chrome,77,77.0.3865.73,Android 9,Android,android,9,9,,,[],OnePlus A5010,A5010,OnePlus,browser,web-browser,,mobile,,,,Blink,[],{},{},[],[],2019-09-10 00:00:00.000000,2019-09-27 18:53:37.000000,2019-09-10 11:11:08.364907
4873120,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) GSA/82.1.267240167 Mobile/15E148 Safari/605.1",109,Google Search App 82.1 on iOS 12.3,,Apple iPhone,Google Search App 82.1,Google Search App,google-search-app,82.1,82.1.267240167,iOS 12.3,iOS,ios,12.3,12.3,,,[],iPhone,,Apple,browser,web-browser,,mobile,phone,,,WebKit,"[""605"", ""1"", ""15""]",{},"{""Mobile Build"": ""15E148""}",[],[],2019-09-10 00:00:00.000000,2019-09-27 00:00:00.000000,2019-09-10 09:10:05.939104
4873331,"Mozilla/5.0 (Linux; Android 9; VOG-L29) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.73 Mobile Safari/537.36",47,Chrome 77 on Android 9,,,Chrome 77,Chrome,chrome,77,77.0.3865.73,Android 9,Android,android,9,9,,,[],,,,browser,web-browser,,mobile,,,,Blink,[],{},{},[],[],2019-09-10 10:07:13.000000,2019-09-27 18:55:09.000000,2019-09-10 10:10:11.049680
4873567,"Mozilla/5.0 (Linux; Android 9; SM-N950F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.73 Mobile Safari/537.36",62,Chrome 77 on Android 9,,Samsung SM-N950F,Chrome 77,Chrome,chrome,77,77.0.3865.73,Android 9,Android,android,9,9,,,[],Samsung SM-N950F,SM-N950F,Samsung,browser,web-browser,,mobile,phone,,,Blink,[],{},{},[],[],2019-09-10 12:09:22.000000,2019-09-27 18:53:37.000000,2019-09-10 12:12:04.645018
4873923,"Mozilla/5.0 (Linux; Android 9; LYA-L29) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.73 Mobile Safari/537.36",61,Chrome 77 on Android 9,,,Chrome 77,Chrome,chrome,77,77.0.3865.73,Android 9,Android,android,9,9,,,[],,,,browser,web-browser,,mobile,,,,Blink,[],{},{},[],[],2019-09-10 14:08:34.000000,2019-09-27 18:55:09.000000,2019-09-10 14:11:06.786370
4873606,"Mozilla/5.0 (Linux; Android 9; ONEPLUS A6013) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.73 Mobile Safari/537.36",58,Chrome 77 on Android 9,,OnePlus A6013,Chrome 77,Chrome,chrome,77,77.0.3865.73,Android 9,Android,android,9,9,,,[],OnePlus A6013,A6013,OnePlus,browser,web-browser,,mobile,,,,Blink,[],{},{},[],[],2019-09-10 12:09:22.000000,2019-09-27 18:53:37.000000,2019-09-10 12:12:06.879994
4874048,"Mozilla/5.0 (Linux; Android 9; SM-G960F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.73 Mobile Safari/537.36",195,Chrome 77 on Android 9,,Samsung SM-G960F,Chrome 77,Chrome,chrome,77,77.0.3865.73,Android 9,Android,android,9,9,,,[],Samsung SM-G960F,SM-G960F,Samsung,browser,web-browser,,mobile,phone,,,Blink,[],{},{},[],[],2019-09-10 15:07:14.000000,2019-09-27 18:55:09.000000,2019-09-10 15:10:02.523459
4873952,"Mozilla/5.0 (Linux; Android 9; SM-G960F Build/PPR1.180610.011) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/74.0.3729.157 Mobile Safari/537.36 OPR/53.1.2569.142848",21,Opera 53.1 on Android 9,,Samsung SM-G960F,Opera 53.1,Opera,opera,53.1,53.1.2569.142848,Android 9,Android,android,9,9,,,[],Samsung SM-G960F,SM-G960F,Samsung,browser,web-browser,,mobile,phone,,,Blink,[],{},"{""System Build"": ""PPR1.180610.011""}",[],[],2019-09-10 00:00:00.000000,2019-09-26 00:00:00.000000,2019-09-10 14:11:08.413022
4873948,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_6) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.75 Safari/537.36",144,Chrome 77 on Mac OS X (El Capitan),,,Chrome 77,Chrome,chrome,77,77.0.3865.75,Mac OS X (El Capitan),Mac OS X,mac-os-x,El Capitan,10.11.6,,,[],,,,browser,web-browser,,computer,,,,Blink,[],{},{},[],[],2019-09-10 00:00:00.000000,2019-09-28 04:01:11.060268,2019-09-10 14:11:08.181724
4874499,"Mozilla/5.0 (Linux; Android 9; SM-G975F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.73 Mobile Safari/537.36",123,Chrome 77 on Android 9,,Samsung SM-G975F,Chrome 77,Chrome,chrome,77,77.0.3865.73,Android 9,Android,android,9,9,,,[],Samsung SM-G975F,SM-G975F,Samsung,browser,web-browser,,mobile,phone,,,Blink,[],{},{},[],[],2019-09-10 00:00:00.000000,2019-09-27 18:53:37.000000,2019-09-10 16:11:04.645350
4874141,"Mozilla/5.0 (Linux; Android 9; ONEPLUS A6003) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.73 Mobile Safari/537.36",66,Chrome 77 on Android 9,,OnePlus A6003,Chrome 77,Chrome,chrome,77,77.0.3865.73,Android 9,Android,android,9,9,,,[],OnePlus A6003,A6003,OnePlus,browser,web-browser,,mobile,,,,Blink,[],{},{},[],[],2019-09-10 15:07:14.000000,2019-09-27 18:53:37.000000,2019-09-10 15:10:07.743079
4874486,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.75 Safari/537.36",821,Chrome 77 on Linux,,,Chrome 77,Chrome,chrome,77,77.0.3865.75,Linux,Linux,linux,,,,,[],,,,browser,web-browser,,computer,,,,Blink,[],"{""20"": [""X11 Window System""]}","{""Hardware Architecture"": ""x64""}",[],[],2019-09-10 00:00:00.000000,2019-09-28 20:01:03.236464,2019-09-10 16:11:03.860570
4874164,"Mozilla/5.0 (Linux; Android 9; GM1913) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.73 Mobile Safari/537.36",20,Chrome 77 on Android 9,,,Chrome 77,Chrome,chrome,77,77.0.3865.73,Android 9,Android,android,9,9,,,[],,,,browser,web-browser,,mobile,,,,Blink,[],{},{},[],[],2019-09-10 15:07:14.000000,2019-09-27 18:55:09.000000,2019-09-10 15:10:09.047991
4874623,"Mozilla/5.0 (Windows NT 6.2; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.75 Safari/537.36",105,Chrome 77 on Windows 8,,,Chrome 77,Chrome,chrome,77,77.0.3865.75,Windows 8,Windows,windows,8,NT 6.2,,,[],,,,browser,web-browser,,computer,,,,Blink,[],"{""20"": [""64-bit Edition""]}","{""Hardware Architecture"": ""64-bit processor (AMD)""}",[],[],2019-09-10 00:00:00.000000,2019-09-28 03:02:28.503737,2019-09-10 17:10:06.632445
4874518,"Mozilla/5.0 (Windows NT 10.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.75 Safari/537.36",168,Chrome 77 on Windows 10,,,Chrome 77,Chrome,chrome,77,77.0.3865.75,Windows 10,Windows,windows,10,NT 10.0,,,[],,,,browser,web-browser,,computer,,,,Blink,[],{},{},[],[],2019-09-10 00:00:00.000000,2019-09-28 03:02:01.863821,2019-09-10 16:11:05.702211
4874573,"Mozilla/5.0 (Linux; Android 8.1.0; SAMSUNG SM-N960F) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/10.1 Chrome/71.0.3578.99 Mobile Safari/537.36",17,Samsung Browser 10.1 on Android 8.1,,Samsung SM-N960F,Samsung Browser 10.1,Samsung Browser,samsung-browser,10.1,10.1,Android 8.1,Android,android,8.1,8.1.0,,,[],Samsung SM-N960F,SM-N960F,Samsung,browser,web-browser,,mobile,phone,,,WebKit,"[""537"", ""36""]",{},{},[],[],2019-09-10 17:07:18.000000,2019-09-26 00:00:00.000000,2019-09-10 17:10:04.290009
4875050,"Mozilla/5.0 (iPhone; CPU iPhone OS 12_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/77.0.3865.69 Mobile/15E148 Safari/605.1",1753,Chrome 77 on iOS 12.4,,Apple iPhone,Chrome 77,Chrome,chrome,77,77.0.3865.69,iOS 12.4,iOS,ios,12.4,12.4,,,[],iPhone,,Apple,browser,web-browser,,mobile,phone,,,WebKit,"[""605"", ""1"", ""15""]",{},"{""Mobile Build"": ""15E148""}",[],[],2019-09-10 00:00:00.000000,2019-09-28 19:00:58.152835,2019-09-10 19:02:02.267273
4874698,"Mozilla/5.0 (Linux; Android 7.0; SM-G935F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.73 Mobile Safari/537.36",24,Chrome 77 on Android (Nougat),,Samsung SM-G935F,Chrome 77,Chrome,chrome,77,77.0.3865.73,Android (Nougat),Android,android,Nougat,7.0,,,[],Samsung SM-G935F,SM-G935F,Samsung,browser,web-browser,,mobile,phone,,,Blink,[],{},{},[],[],2019-09-10 17:07:18.000000,2019-09-20 00:00:00.000000,2019-09-10 17:10:11.057565
4874887,"Mozilla/5.0 (Linux; Android 9; SM-G973F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.73 Mobile Safari/537.36",64,Chrome 77 on Android 9,,Samsung SM-G973F,Chrome 77,Chrome,chrome,77,77.0.3865.73,Android 9,Android,android,9,9,,,[],Samsung SM-G973F,SM-G973F,Samsung,browser,web-browser,,mobile,phone,,,Blink,[],{},{},[],[],2019-09-10 18:08:18.000000,2019-09-27 18:53:37.000000,2019-09-10 18:11:06.625894
4875051,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_14_5) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.75 Safari/537.36",331,Chrome 77 on macOS (Mojave),,,Chrome 77,Chrome,chrome,77,77.0.3865.75,macOS (Mojave),macOS,macos,Mojave,10.14.5,,,[],,,,browser,web-browser,,computer,,,,Blink,[],{},{},[],[],2019-09-10 00:00:00.000000,2019-09-28 00:00:00.000000,2019-09-10 19:02:02.320205
4875077,"Mozilla/5.0 (Linux; Android 9; SM-G955F) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.73 Mobile Safari/537.36",75,Chrome 77 on Android 9,,Samsung SM-G955F,Chrome 77,Chrome,chrome,77,77.0.3865.73,Android 9,Android,android,9,9,,,[],Samsung SM-G955F,SM-G955F,Samsung,browser,web-browser,,mobile,phone,,,Blink,[],{},{},[],[],2019-09-10 00:00:00.000000,2019-09-27 18:55:09.000000,2019-09-10 19:11:03.361913
4875202,"Mozilla/5.0 (iPad; CPU OS 12_3 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/77.0.3865.69 Mobile/15E148 Safari/605.1",73,Chrome 77 on iOS 12.3,,Apple iPad,Chrome 77,Chrome,chrome,77,77.0.3865.69,iOS 12.3,iOS,ios,12.3,12.3,,,[],iPad,,Apple,browser,web-browser,,mobile,tablet,,,WebKit,"[""605"", ""1"", ""15""]",{},"{""Mobile Build"": ""15E148""}",[],[],2019-09-10 19:08:32.000000,2019-09-27 00:00:00.000000,2019-09-10 19:11:10.205087
4875149,"Mozilla/5.0 (iPad; CPU OS 12_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/77.0.3865.69 Mobile/15E148 Safari/605.1",34,Chrome 77 on iOS 12.1,,Apple iPad,Chrome 77,Chrome,chrome,77,77.0.3865.69,iOS 12.1,iOS,ios,12.1,12.1,,,[],iPad,,Apple,browser,web-browser,,mobile,tablet,,,WebKit,"[""605"", ""1"", ""15""]",{},"{""Mobile Build"": ""15E148""}",[],[],2019-09-10 19:08:32.000000,2019-09-27 13:00:43.898690,2019-09-10 19:11:07.357216
4875266,"Mozilla/5.0 (iPad; CPU OS 12_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/77.0.3865.69 Mobile/15E148 Safari/605.1",559,Chrome 77 on iOS 12.4,,Apple iPad,Chrome 77,Chrome,chrome,77,77.0.3865.69,iOS 12.4,iOS,ios,12.4,12.4,,,[],iPad,,Apple,browser,web-browser,,mobile,tablet,,,WebKit,"[""605"", ""1"", ""15""]",{},"{""Mobile Build"": ""15E148""}",[],[],2019-09-10 00:00:00.000000,2019-09-28 00:00:00.000000,2019-09-10 19:12:03.082180
4875244,"Mozilla/5.0 (iPhone; CPU iPhone OS 13_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) CriOS/77.0.3865.69 Mobile/15E148 Safari/605.1",105,Chrome 77 on iOS 13.1,,Apple iPhone,Chrome 77,Chrome,chrome,77,77.0.3865.69,iOS 13.1,iOS,ios,13.1,13.1,,,[],iPhone,,Apple,browser,web-browser,,mobile,phone,,,WebKit,"[""605"", ""1"", ""15""]",{},"{""Mobile Build"": ""15E148""}",[],[],2019-09-10 00:00:00.000000,2019-09-28 19:00:56.550505,2019-09-10 19:11:12.190881
4875313,"Mozilla/5.0 (Linux; Android 8.0.0; SAMSUNG SM-G950U1) AppleWebKit/537.36 (KHTML, like Gecko) SamsungBrowser/10.1 Chrome/71.0.3578.99 Mobile Safari/537.36",35,Samsung Browser 10.1 on Android 8,,Samsung SM-G950U1,Samsung Browser 10.1,Samsung Browser,samsung-browser,10.1,10.1,Android 8,Android,android,8,8.0.0,,,[],Samsung SM-G950U1,SM-G950U1,Samsung,browser,web-browser,,mobile,phone,,,WebKit,"[""537"", ""36""]",{},{},[],[],2019-09-10 00:00:00.000000,2019-09-28 00:00:00.000000,2019-09-10 19:12:05.938885
4875282,"Mozilla/5.0 (Linux; Android 9; SM-A405FN) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/77.0.3865.73 Mobile Safari/537.36",50,Chrome 77 on Android 9,,Samsung SM-A405FN,Chrome 77,Chrome,chrome,77,77.0.3865.73,Android 9,Android,android,9,9,,,[],Samsung SM-A405FN,SM-A405FN,Samsung,browser,web-browser,,mobile,phone,,,Blink,[],{},{},[],[],2019-09-10 19:08:32.000000,2019-09-27 18:53:37.000000,2019-09-10 19:12:04.013483
